該 不會 那個 戴 老翁 面具 的 就是 你 的 初戀情人 吧,怎麼 可能 有 這種 事
各位 有 誰 練 過 射箭 嗎,射箭 嗎 ， 沒有
請進,好 的 ， 多謝
以後 也 請 多多 捧場,哪 裡 哪 裡
剛 才 你 唱 的 是 什麼 歌,我們 叫 它 手球 歌
你 該 不會 認 為 她 就是,絕對 沒錯
你們 幾個 怎麼 來 了,我們 答對 了 博士 的 問題
可是 元 太 他 迷了路,那 就 用 偵探 徽章 啊
所以 想 用 你 的 那個 眼鏡 來 找 一下,OK ， 就 交給 我 吧
這 東西 還 真是 方便 啊,是 啊
不 覺得 很 奇怪 嗎,確實 奇怪
哪兒 奇怪 啊,比如說 如果 白鳥 他 一個 人 戴 著 這 三樣 就 很 自然
怎 ， 怎麼回事,肚子餓 了
你 真的 知道 殺害 櫻 先生 的 兇手 是 誰 了 嗎,是 的
他 沒 問題 的 吧,總之 先 聽 他 說完
可是 我 剛剛 才 開始 學 ， 怎麼 可能 殺 得 了 人 呢,我 也 是 這樣 想 的
服部 ， 八年 前 你 偷偷 溜進去 的 就是 山 能 寺 吧,你 怎麼 知道
可是 這 顆 水晶 珠 恐怕 不是 你 的 初戀情人 掉 的 哦,你 說 什麼
我 餓 了,是 嗎 ， 我們 馬上 就 到 家 了
這個 玉龍 寺 ， 現在 在 哪 裡,在 鞍馬 山 的 深山 裡
為 什麼 特地 選擇 在 先 斗 町 而 不是 別的 地方,因 為 只有 那 裡 的 茶屋 後面 有 河水 流過
怎麼 知道 我 是 兇手 的,因 為 你 刻意 假裝 自己 不會 射箭
你 想 獨佔 佛像 果然 還是 為 了 錢 吧,沒錯 ， 不過 並 不是 為 了 私慾
你 只是 在 利用 龍 圓 先生 而已 吧,沒錯 ， 之前 聽 他 提到 過 佛像 的 事
如果 你 告訴 我 佛像 藏 在 哪 裡 的話,什麼
快 說 ， 佛像 到底 在 哪 裡,就 在 這個 寺院 裡
這 就是 所謂 的 騎驢找驢 吧,你 胡說
你 是 誰,工 籐 新 一
那麼 平 次 的 狀況 呢,明天 做 全面 檢查 前 必須 靜養 ， 所以 工 籐 拜託 我 好好看 著 他
我 可 沒有 那麼 黑 喲,是 嗎
連 小 蘭 都 不能 說 嗎 ， 為 什麼,反正 見 不到 ， 還 不如 不 知道 的 好
找到 了 嗎,還 沒有
你 的 表情 還是 和 那時 侯 一樣 呢,怎麼 搞 的 ， 大汗淋漓 呢
平 次 ， 在 弁 慶 的 抽屜 裡 有 刀,什麼 ， 這個 櫃子 裡 邊 嗎
你們 去 抓 那個 小姑娘,是
醒過來 了 嗎,爸爸
短劍 嗎,這 可不是 一般 的 短劍
刃 上 塗 了 見 血 封 喉 的 劇毒 哦,什麼
想 成 為 義 經 的 弁 慶 是 嗎,若 你 是 弁 慶 ， 義 經 早 在 當年 那個 安 宅 關口 斃命 了
服部 少年 和 毛利 名 偵探 嗎,看來 你 的 修行 還是 不夠 呢
之前 把 你們 兩個 誤 想 成 了 兇手 ， 實在 抱歉,沒關係 了
見到 初戀情人 了 嗎 ， 平 次,一輩子 都 不會 告訴 你 的 ， 笨蛋
有 什麼 嘛 ， 小氣鬼 ， 告訴 人家 嘛,也 可以 ， 再 過 1500 年 也許 會 告訴 你
要 一個 冰淇淋,好 的 ， 300 日圓
嘿 ！,是 她 ， 瑞 奇 威 家 的 姑娘 多 舒坦 哪
可 有 的 人 得 拼命 幹,戴 茜 ！ 站 好
歡迎您 來 伍 德 莊園 ， 瑞 奇 威 小姐,祝願 您 過 得 愉快 謝謝 ， 巴 恩斯特 ， 我會 愉快 的
也許 您 想 見見 他們 ？,待 會 ， 我 想 看看 花園 修 的 怎樣
設計師 還 沒來 呢 ， 快 去 辦 ， 巴 恩斯特,遵命
真 抱歉 ， 你 的 管家 沒 告訴 我,這 沒什麼 ， 沒什麼
你 太 美 了,謝謝 ， 你 也 總 這麼 美
茶 給 您 放 哪兒 ， 小姐 ？,放在 客廳 裡
露易絲 她 怎麼 了 ？ 想 男人 了 ， 還有 什麼,她 一心一意 地 想 嫁給 一個 埃及 人
她 根本 不 瞭解 那個 人 我 派 人 去 調查 了 一下,結果 呢 ？ 那個 人 是 結過婚 的
所以 你 就 制止 了 ？,你 說 對 了 我 還 叫 她 別 指望 我會 給 她 嫁妝
噢 ， 林 內特,噢 ， 真 漂亮 你 喜歡 我 很 高興
有件事 我 想 跟 你 說 說 想 請 你 幫 個 忙,你 盡 管 說 吧 這 可不是 件 小事
我 訂婚 了,傑 基 ， 這 太好了
給 他 找 個 事 ？ 找事 ？,這 這兒 ， 伍 德 莊園 ， 行 嗎 ？
你 不 覺得 應該 先 說 說 他人 怎麼樣 ？,嗯 ， 他 叫 賽 蒙 ， 賽 蒙 多爾 他 是 … 他 是 我 最 中意 的 人 了
傑 基 ， 你 喜歡 嗎 ？,喜歡 啊
噢 ， 真 漂亮,可不是 嘛
他 喜歡 鄉村,能 在 這兒 找 個 事 那 最 理想 了
哦 ， 林 內特 我 要 不 嫁 他 我 就 寧可 去 死,真的 ， 寧可 去 死
你 太 癡情 了,是 啊
好 吧 ， 要 我 幫 什麼 忙 ？,你 現在 有 了 這麼 大 一個 莊園 總得 有 個人 替 你 管管
我 想要 個 有 經驗 的 聽 我 說 …,賽 蒙 … 他 在 劍橋 學 產業 經營 管理 的 他 很 適合
你 這麼 吧 你 要 不 喜歡 ， 可以 辭 了 他 ， 我 知道 你 會 喜歡 的,好 吧 ， 你 明天 把 他 帶來
好,讓 我 先 看看 謝謝
她 要 不用 我 ， 那 多 難堪 啊 放心 吧,林 內特 答應 了 ， 差不多 答應 了
林 內特 不見得 會 喜歡 我,胡扯 ， 她 會 喜歡 你
你 幹 這事 最合適 了 ， 最合適,我 盡 可能 不 叫 你 失望
賽 蒙 ， 我 真愛 你,你 叫 我 太高興 了
我們 去 埃及 度蜜月,這次 你 埃及 可 去 成 了
林 內特 ， 他 來 了,下來 別 鬆手 啊 ， 親愛 的
就是 他 ， 我 的 賽 蒙,你好 ， 傑 基 說 了 你 很多 好話
他 合適 嗎 ， 他 好 嗎 ？,是 ， 我 看 他 倒 挺 合適
布萊梅 號 今晚 上 啟 航 我 還 能 趕得上,你 想 去 買通 那些 英國 律師 ？ 不 ， 傻瓜
那 幹嗎 ？,我 到 埃及 去 她 不是 在 那兒 度蜜月 嗎
他們 在 度蜜月 ， 她 不會 那麼 清醒 你 懂 了 嗎 ？,可是 林 內特 並 不 傻 ， 潘 寧 頓
你 這麼 仔細 研究 什麼 ？,她 的 相片 ？ 還是 項 鏈 ？
你 說話 可 要 謹慎 點 ， 鮑爾斯 留神 我 把 你 辭 了,我 在乎 這個 ？
華盛頓 有錢 的 寡婦 多 著 呢,都 想 雇 個 能 按摩 按摩 又 能 順從 她們 的 人 你 要 辭 就 辭 吧
好 大 脾氣 ， 鮑爾斯 看來 你 需要 散散心 了,那麼 到 尼羅河 去 走 一趟 好 嗎 ？
那 地方 我 可是 討厭 透 了 ， 我 最 受不了 的 就是 天 熱 和 異教徒,那 好 ， 我們 去
幹嗎 不 裝 個 自動 電梯,懶骨頭 ！ 懶骨頭 ？
想到 快 到 快 到 比 真的 到 了 還有 味兒,多 美 呀 ！
快活 嗎 ， 親愛 的 ？,小 傻瓜 ， 我們 是 最 幸福 的 人 ， 最美 的 人 ， 最 幸運 的 人 ， 最 孤獨 的 人 就 我們 倆 ， 沒 別人
傑 基 … 你 在 這兒 幹什麼 ？,看看 風景 ， 跟 你們 一樣
可 在 威尼斯 和 不列顛 我們 也 都 碰見 你 了,真是 太巧 了
她 總是 跟 著 我們 ， 存心 的,是 這樣 ， 簡直 不能容忍
騷貨 ！ 我們 到 哪兒 她 都 蹦出來 就 像 一 隻 袋鼠 在 發情,簡直 不能 理解 她
我 看 這 都 得 怪 我,是 嗎 ？
是 我 毀 了 婚約 娶 了 你,她 當然 很 不 高興
我 看 她 心 裡 得意 的 很 哪,不 ， 親愛 的
我們 是 幸福 的 ， 別 讓 傑 基 掃 了 興,當然
這 是 美好 的 蜜月 誰 都 別 想 破壞 它,我愛你
瑞斯 上校 ！ 你好 啊 見到 你 真 高興,我 的 老朋友 ， 好極了 ， 好極了 是 啊
好久沒 見到 你 了 ， 自從 … 那個 砍 下 牧師 腦袋 的 離奇 案件 後,是 啊 ， 是 啊
我 至今 還 覺得 你 真 運氣 從 煙囪 裡 把 刀 找 出來,運氣 ？ 對 我 來說 是 運用 大腦 的 結果
運氣 ， 我 留給 別人 了,對 了 ， 我 忘 了 你 對 自己 的 評價 了
請問 你 來 這兒 幹嗎 ？ 我 是 來 度假 的 ， 坐船到 尼羅河 上 遊 玩玩 ， 你 呢 ？,真巧 ， 我 也 是 哦 …
換句話說 你 想 跟蹤 某個 遊客,哦 ， 不 ， 不 僅僅 是 來 度假 ， 朋友 ， 跟 你 一樣
這 椅子 有 主 嗎 ？ 這 世界 上 ， 同志 ， 都 是 有 主 的,什麼 ？ 哦 ， 沒 關 系 ， 坐 吧
謝謝 ， 你 在讀 《 資本論 》 ？,啊 ， 我 出門 總 帶 著
我 是 貝斯 納 大夫 我 的 貝斯 納 學院 在 蘇黎世,簡 福克 森 ， 世界 的 公民
你 是 來 度假 的 吧 ， 啊 ？,不 ， 我 是 來 觀察 資本主義 制度 衰亡 的 ， 朋友
眼前 就是 個 很 好 的 標本 百萬富翁 的 女 繼承人,寄生蟲 你 不 滿意 ？
她 讓 我 惡 心 在 任何 合理 的 社會 裡 …,是 啊 ， 也許 你 對 她 的 權利 也 太 大 了
先生 噢 ， 謝謝 你,乾杯
林 內特 ， 林 內特 ， 親愛 的 安德魯 大叔 真沒想到 我 不 知道 你 也 來 埃及 旅行 了,是 突然 決定 的 ， 說 實在 的 我 來 度蜜月 的
度蜜月 ？ 這位 就是 新郎 ？,親愛 的 ， 這 是 我 的 美國 律師 兼 託管人 安德魯 潘 寧 頓
你好 跟 我們 一塊 坐 吧,那 好 ， 就 稍 坐 一會兒
真是 引人注目 啊 連 你 這 英國人 也 在 含蓄地 盯 著 她,她 太 美 了 噢 ， 她 太有錢 了
你 當然 知道 她 是 誰 當然 知道,請原諒 我 打攪 你們 剛 才 我 還 跟 我 的 女兒 打賭
你 是 霍克 爾 波 瑞 奇 著名 的 法國 偵探,不 全 對 ， 霍克 爾 波 洛 著名 的 比利時 偵探
說 對 了 吧 ， 羅 薩 利,現今 世界 上 只有 一個 波 洛 先生 他 是 獨一無二 的 ， 就 像 我 也 是 獨一無二 的
我 母親 ， 薩 萊 梅 奧特 伯恩 小說家,啊 ， 你 就是 薩 萊 梅 久仰 了 ， 很 榮幸
你 瞧 我們 ， 兩位 名人 聚在一起 了,應該 說 三位
啊 ， 認識一下 我 的 朋友 瑞斯 上校 這 是 奧特 伯恩 太太 和 她 的 女兒,榮幸 ， 太 榮幸 了 ， 請 坐 ， 太太 ， 小姐
你 現在 大概 在 寫 另 一部 書吧 太太 ， 以 埃及 為 背景 ？,你 真 聰明絕頂 ， 怎麼 推斷 出來 的 ？ 波 洛 先生
我 是 來 感染 一下 當地 色彩 是 為 寫 我 的 巨著 … 《 獅身人面像 上 的 白雪 》,這 死 沉沉的 謎 煥發 出 炙熱 的 愛 ， 就 像 這個 剛剛 從 學校 畢業 的 英國 少女 ， 能 融化 沙漠 酋長 那 顆 坦誠 的 心
不過 我 覺得 波 洛 先生 不是 個 愛看 愛情小說 的 讀者,他 當然 愛看 ！ 法國人 都 愛看 他們 才 不怕 對 性 的 描寫 ， 根本 不同於 我們 國內 的 那些 大 圖書館 ， 他們 禁止 薩 萊 梅 奧特 伯恩 真實 地 描寫 男女 之 愛
也許 你 願意 跟 我 跳 個 探戈 我 的 小姐 ？,飯後 稍微 地 活動 活動
會 跳 探戈 嗎 ， 上校 ？ 怕 跳 不好 ， 太太,那 讓 我 來 教 你 ， 就 像 從前 西班牙人 跳 的 ， 當時 叫做 奇 卡
喂 ， 波 洛 先生 ， 我 看見 林 內特 找 你 了 ， 她 給 你 多少錢 讓 你 趕 我 走 ？,不 ， 我 沒有 接受 多爾 太太 的 委託
是 作 為 真誠 的 朋友 跟 你 談談 還有 什麼 ？ 你 想 說 什麼 呢 ？,說 我 這樣 是 在 當 眾 出醜 ？ 說 我 瘋 了 ？
我 說 死了心 吧 不要 像 埃及 人 那樣 … 為 了 使 靈魂 永遠 不 死 而 把 屍體 保存起來,不 ， 永遠 死 了 這條 心
不要 往後 看 ， 要 向前 看,記住 ， 時間 能夠 醫治 一切
你 以 為 我 在 受苦 ？ 你 錯 了 相反 我 覺得很有 樂趣,對 ！ 最 糟糕 的 正是 你 覺得很有 樂趣
這 東西 很小 ， 卻 能 致命 ， 我 爸爸 把 我 教 成 神槍手 ， 有時候 我 真 想 把 這 槍 對準 她 的 腦袋 ， 然後 只要 輕輕地 … 一 扣 ， 我 越來越 想 聽 那 槍聲,我 瞭解 你 的 心情 有時候 我們 也 會 有 的
我 只是 想 警告 你 … 別 讓 邪惡 鉆 進 你 的 心 它 會 留在 那兒 作怪 的,心 裡 要 沒 愛情 ， 邪惡 當然 降臨
你好 啊 ， 波 洛 先生 你 回 旅館 嗎 ？,還 能 去 哪兒 ？
你 瞧 ， 把 這個 送 林 內特 她 會 喜歡 嗎 ？,那 要 看 她 抽 煙 嗎 ？ 她 只 抽 香 煙
對 了 ， 你 跟 傑 基 談 過 了 嗎 ？,談 了 ， 就 在 剛 才 談 的
好 ， 但願 她 能 明 白點,她 能 明白 的 就是 永恆 的 復仇
你 開玩笑 ？,從不 開玩笑 ， 朋友
可 傑 基 這個 人 很 固執 想要 就要 ， 不過 呢 … 她 也 想要 過 你 ？,大概 是 吧 ， 對 ， 要 過
可 她 脾氣 可 懷 呢 ， 主意 又 大 都 得 由 她 做主 ？,對
男人 可 受不了 這個 ， 是不是 ？,對 對 ， 是 受不了
我 第一次 遇見 林 內特 ， 怎麼 說 呢 …,就 像 早晨 的 太陽 蓋 過 了 月亮 一樣
認識 了 她 ， 傑 基 就 不 存在 了,對 ， 有些 女人 是 有 這種 力量
可 你 怎麼 擺脫 你 目前 的 困境 ？,我 有 個 絕妙 的 辦法 而且 十拿九穩
去 火車站 ， 越快越好,謝謝
對 了 ， 你 準 是 貝斯 納 大夫 一 嘴 漂亮 的 德國式 小鬍子,我 看 你 永遠 當不了 偵探 ， 先生
我 叫 波 洛 ， 霍克 爾 波 洛,啊 ， 著名 的 波 洛 先生 我 未免太 失敬 了 ， 失敬 了
我 說 ， 這樣 是不是 更 簡單 我們 告訴 你 姓名 ， 你 把 我們 訂 的 客艙 說 一下,簡單 ？ 啊 ， 那 好 啊 那 當然 簡單 啦 ， 當然 啦 ， 這樣一來 最 簡單 不過 啦
這 下 可好了 ， 到底 把 她 給 甩掉 了,那還用說 嘛 ， 你 是 天才
賽 蒙 幹 得 還 不錯 吧 ？,像 童話 一樣
你 是 瑞 奇 威 家 姑娘 吧 ？ 你 是 範 斯 凱勒 太太,我 還 當 你 不會 先 打招呼 呢 我 不大 跟 陌生人 打招呼
噢 ， 項 鏈 真 美,謝謝 令人 驚奇 啊
知道 怎麼 變 的 嗎 ？ 一粒 小小的 沙子 鉆 進 了 一個 蚌殼 裡 ， 到 後來 就 變成 了 一顆 寶貴 的 珍珠 ， 戴 在 你 這樣 一位 美 人 的 脖子 上,我 可 沒 這麼 想 你 應該 想 那 蚌 為 此 送命 了
我 的 傭人 鮑爾斯 她 跟 世界 拳王 打 過 15 個 回合 那 拳王 就此 一蹶不振,對不起 ， 瑞 奇 威 小姐
你 對 那 項 鏈 又 眼饞 了,住嘴 ， 鮑爾斯
就 因 為 你 對 她 父親 有 仇 … 也 用 不 著 這麼 粗暴 有 仇 ？,她 那 該死 的 父親 毀 了 我 的 全家
我 說 你 應該 感激 才 是 要 不 你 不會 有幸 來 服侍 我 了,光 憑 這個 ， 也 恨不得 殺 了 她
寫文章 還要 誹謗 人 ， 是 吧 ？,真遺憾 你 居然 如此 看待 《 柿子樹 下 的 熱戀 》 這本 書
要 知道 親愛 的 我 寫 這本 書 是 為 了 恭維 你,直說 吧 ， 奧特 伯恩 太太 我 可不 認 為 被 人 描寫 得 像 一 隻 色情狂 的 猴子 是 恭維
我 想 還是 由 律師 來 決定 ， 你 對 我 進行 下流 地 描寫 ， 該 怎麼 賠償 我 名譽 損失 ， 再見,沒教養 的 ！ 我會 讓 你 知道 究竟 什麼 是 名譽
太 不負責任 了 吧 ？,對 ， 很 不 負責
裡 面 沒 半點 差錯 核 對 過 了 ， 我 反 復 地核 對 過,我 總是 先 看過 再 簽字 ， 我 父親 教 我 的 ， 他 常 說 誰 也 別 信 ， 哪怕 你 是 律師
你 去世 的 老 爸爸 他 真 會 說笑話,是 這樣
就是 想 喝酒 ， 你 呢 ？,好 吧 ， 看 在 新婚 份 上
但願 我 不是 在 多 管 閑 事 我 是 律師,我 得 說 我 非常 欣賞 你 那種 一絲 不 茍 的 態度
你 父親 完全正確 總要 先 看過 ， 然後 再 簽字 ， 我 想 你 也 同意 吧 ？,當然 ， 當然 反正 不 急
我 希望 我 沒有 得罪 他 得罪 又 怎麼 了 ？ 你 是 … ？,瑞斯 ， 瑞斯 上校 得罪 又 怎麼 呢
跟 我們 一起 喝一杯 吧 ？,謝謝 ， 太 謝謝 了
你 怎麼樣 ， 波 洛 先生 ？ 來 喝一杯 慶祝 一下,瑞斯 和 我會 跟 你們 喝 的 過會兒 來
太太 ， 有 話 跟 你 說,過會兒 ， 露易絲
過會兒 ， 露易絲,不 ， 這會兒 ， 要緊 事 酒吧間 等 你
說 吧,我 接到 份 電報
可是 太太 ， 你 不能不 給,得了吧 ， 露易絲
我 應該 去 ， 你 把 答應 過 的 錢 給 我 吧 ， 我 已經 跟 了 你 五年 了,這 是 完全 辦不到 的
太太 ， 你 答應 過 我,可 他們 還 沒 離婚 ， 露易絲
我 求求 你 ， 我 要 那 筆 錢 做 嫁妝 ， 我 幹活 沒 偷懶,我 沒 辭 你 前 ， 你 還 得 照樣做 下去
我 就 知道 你 來 不是 什麼 … 怎麼 說 的 ？ 僅僅 是 度假 來 著,我 可以 告訴 你 ， 我 秘密 地 為 多爾 太太 的 英國 律師 事務所 工作
我們 懷疑 安德魯 潘 寧 頓 在 …,侵吞 她 的 財產 ？
侵吞 她 的 財產 ？,就是 這麼回事
根據 她 父親 的 遺囑 她 一 結婚 就 可以 經營 這些 財產 ， 而 現在 她 已經 結婚 了 潘 寧 頓 剛 想 讓 她 簽 一個 …,擺脫困境 的 文件
真的 嗎 ？,是 真的 ！
現在 怎樣 ？,沒什麼
在 健全 的 世界 應該 把 她 幹掉 來 警告 別人,幹掉 ？
對 死者 不 存在 誹謗 ， 對 嗎 ？,你 的話 我 聽 不 太 懂
你 是不是 回到 船上 去 休息 一下,好 吧
有 這事 ？,噢 ， 有
噢 ， 這 真是太 奇妙 了,簡直 叫 人 無法 理解
哪 裡 有 四千年 啊 ？,這些 柱子 是 西元前 1788 年 建 的 ， 我們 都 同意 你
怎麼回事 ？,我 沒事 ， 真的 沒事
我 得 去 參觀 阿布辛 剖 廟,那可真 值得一看
它們 怪 可怕 的,不 ， 不 可怕
你 還 不 打算 死了心 啊 ？ 你 不肯 離去 ？,不 ， 我 不會 離去
它 會 為 我 發出聲音 嗎 ？,當然 ！
你 怎麼 這麼 說 ？,因 為 這 是 事實 ！
最 東邊 的 ， 就是 那個 最 著名 的 會 發聲 的 塑像,真的 ？
真的 ？,對
我 早就 盼 著 跟 你 私下 談一談 ， 可 一直 找 不到 機會,我們 有 什麼 可 談 的 ？
你 在 一些 有 地位 有 名望 的 人 面前 說 了 我 不少 很 不 入耳 的話,我 說 你 是 個 庸醫
那 你 告 我 ， 你 敢 嗎 ？,你 明 知道 我 不能 告
這 是 要你命 的 事 嘍 ？,但願 這 不會 要 你 的 命 ！
幾點鐘 了 ？,鐘 在 那兒 ， 拿 眼看 嘛
你 是 想 喝 甜酒 還是 白蘭地 ？,不 ， 謝謝
在 蘇黎世 辦學 院 的 是 你 呀,不錯
我 媽媽 是 好 出身,可 她 的 好 家風 沒 傳給 你
你 肯定 帶來 了 ？,當然 帶來 了
怎麼 哪兒 也 沒有 啊,拿 眼看 嘛
遵命 ， 太太 晚安,晚安
好 吧 ， 我 的 披肩 呢 ？,我 沒 看見
你 今天 好像 困 得 很 ， 波 洛 先生,是 啊 ， 我 非常 非常 地 … 我 實在太 困 了 ， 太太 也 說不上來 怎麼 了 我 連 眼 都 睜不開 了
真對不起,噢 ， 沒事
今晚 尼羅河 有點 起 浪 了,是 啊 ， 的確 ， 是 要 翻騰 了
再見,再見
賞 岸 去 了 ？,是 啊 ， 月光 下 可 真 美 ， 可 真是 蜜月 之 夜
來 喝 點 ？,不 ， 謝謝
我 想 睡覺 了,我 看 是 該 睡 了 是 該 睡 了
晚安,晚安
不早了 ， 我 也 該 走 了,不 ， 你 再 坐 一會兒
談談 你 自己 的 事 ， 嗯 ？,我 沒有 什麼 好 談 的
我 看 你 夠 了 吧 ？,夠 什麼 ？
是 沒 我 的 事,對 極了
你 怎麼 了 ， 賽 蒙 ， 害怕 了 ？,害怕 什麼 ？ 害怕 我會 把 我 的 一段 經歷 … 告訴 這位 可愛 的 小姐
我 可 真 得 走 了,別 走 ， 是 一段 很 傷心 的 事
她 怎麼樣 ？,一個 對 過去 情人 開槍 的 人 還 能 怎麼樣 呢 ？
骨頭 打碎 了 ， 而且 血流 了 不少,不要緊
我 守 著 她,好
開 開門 ， 對,慢點 走 ， 慢點 走
好 了 ， 你 給 他 頭上 捂 塊 濕 毛巾,是 ， 醫生
我 去 把 那 槍 撿回來,那 東西 留在 那兒 不太好 ， 是 吧 ？
那 東西 留在 那兒 不太好 ， 是 吧 ？,是 啊
剛 才 出事 了,知道 ， 知道 奧特 伯恩 小姐 告訴 我 了
傷勢 很 重 ， 再 給 我 一塊 布,好 ， 這 就 去
鮑爾斯 小姐 ， 她 不要緊 吧 ？,是 的 ， 我 給 她 打 了 嗎啡
你 看 是不是 需要 告訴 你 妻子 ？,好 ， 好 吧 ， 你 去 吧
我 給 你 做 副 夾板 等 你 睡 著 了 我 給 你 夾 上 ， 嗯 ？,謝謝 大夫
誰 會 把 它 拿走 ？,誰知 道 啊 ？
什麼 ？,沒什麼
那 我 就 聽 你 的 吩咐 了,謝謝
大夫 ， 談談 情況 吧,是 被 很小 的 子彈 打中 的 口徑 大概 是 . 22 ， 而且 槍口 離 腦袋 很 近
噢 ， 你 是 說 燒焦 了 ？,對 ， 對 ， 燒焦 了
你 看 這 是 什麼 ？,哦 ， 這個 意思 很 簡單 ， 這 是 多爾 太太 臨死前 她 想 對 我們 指明 誰 是 兇手 ， 所以 就 用 手指 蘸上 血 在 墻 上 寫 了 J ， 傑 基
你 盡 說 些 蠢話 ， 她 當時 就 斷 了 氣,真的 ？
真的 ？,是 啊
根本 不 可能 用 手 蘸 血 寫字,對 ， 對
你 是 在 開玩笑 ？,小小的 玩笑 ， 不過 有點 不合時宜
大夫 ， 人 什麼 時候 死 的 ？,她 死 了 至少 有 六小時
這 就 太 奇怪 了,怎麼 了 呢 ？
好極了 ， 希望 排除 嫌疑 能夠 順利 地 進行,恐怕 不會 順利 ， 上校
至少 先生 ， 你 總 不能 懷疑 我 吧 ？,噢 ， 怎麼 不能 ？
你 有 充分 理由 殺 她 ， 根據 我 昨晚 的 發現,哦 ， 是 給 你 偷聽 了
我 是 說 可以 告 她,那 你 就 毀 了 ！
可是 我 不會 做出 這種 事,這 很難說 ！
當 夜深人靜 ， 你 趁 著 病人 睡 著 的 時候 溜出 了 你 的 客艙 ， 到 多爾 太太 那兒 把 她 殺 了,不 ， 大夫 先生 ， 我 不能 排除 你 你 的 那些 假設 … 言過其實 ！
你 完全 有 可能 用 它 打死 多爾 太太,我 可能 做 ， 但 事實上 我 沒 做 ！
所以 肯定 不 可能 是 她 殺 的,對 ， 完全 不 可能
你 這人 真 可惡 ， 你 裝 得 又 善良 又 體貼人 ， 原來 是 想 陷害 我們 ！,我 必須 查明真相 究竟 是 什麼
她 是 社會 上 的 寄生蟲 像 她 這樣 的 人 應該 把 她 幹掉,噢 ， 是 啊 ， 幹掉 她 來 警告 別人
我 ？,是 的 ， 你 ， 小姐
簡直 胡扯 ， 這話 你 聽 誰 說 的 ？,是 你 親口說 的 ， 小姐 ， 三天 前
你 怎麼 竟敢 偷聽 別人 的 談話 ！,刮 進 耳朵 裡 的
真的 嗎 ？,對 ， 是 真的
你 的 意思 是 說 你 給 傑 基 小姐 打 了 嗎啡 之後 ， 她 一夜 沒醒 ？,是 這樣 ， 過度 緊張 、 醉酒 加上 嗎啡 ， 船 沉 了 她 都 醒 不了
可 我 幹嗎 要 殺 多爾 太太 ？ 這件 事 都 過去 這麼 多年 了,因 為 造成 的 後果 使 你 至今 心 裡 感到 不滿
不 ， 遺憾 的 是 ， 小姐 ， 我 不會 因 為 你 抗議 就 不 懷疑 你 ， 依我看 ， 你 有 手段 有 動機 有 時機,你 的話 說完 了 嗎 ， 波 洛 先生 ？
你 的話 說完 了 嗎 ， 波 洛 先生 ？,暫 且說 到 這兒 ， 如果 有 必要 ， 你 得 準備 回答 我 進一步 的 問題
暫 且說 到 這兒 ， 如果 有 必要 ， 你 得 準備 回答 我 進一步 的 問題,我 絕不 回答 你
是 真的 ？ 林 內特 的 事 ？,千真萬確
你們 都 以 為 是 我 ， 可 我 沒 殺,安靜 點 ， 安靜 點 ， 小姐 ， 我們 知道 你 沒 殺 多爾 太太
他 會 原諒 我 嗎 ？,會 原諒 你 的
我 看 我們 還是 先 去 看 他 ， 他 現在 應該 醒 了,好 主意
這件 案子 最 引起 我 興趣 的 就是 那 支槍,槍 ？ 怎麼 會 沒 了 ？
槍 ？ 怎麼 會 沒 了 ？,我 不 認 為 槍 這麼 重要 ， 許多 案子 兇器 常常 不見 了
在 誣陷 別人 的 案子 裡 也 這樣 嗎 ？,不 ， 為 什麼 兇手 在 那 牆上 用血 寫下 了 一個 J ？ 又 拿走 傑 基 的 槍 ？
不 ， 為 什麼 兇手 在 那 牆上 用血 寫下 了 一個 J ？ 又 拿走 傑 基 的 槍 ？,我 明白 你 的 意思
你 還好 吧 ？,好 ， 謝謝
我 剛 才 暈過去 了,吃 點 東西 吧 ， 吃 了 你 就 有 精神 了
不 ， 謝謝 ， 我 吃不下,你 吃不下 ？
那麼 就讓 我 來 吃 ？,你 吃 吧 ， 都 吃 了 吧
簡直 不能 相信 林 內特 死 了,太 不幸 了
我 想 她 一定 要 受 冤枉 了,可 我 知道 她 不會 下 這種 毒手 的
那麼 依 你 看 究竟 會 是 誰 呢 ？,幾乎 誰 都 有 可能
我 來看 看 你 歇 得 好不好 ？,我 好 得 不能 再 好 了 ， 謝謝 你
屍體 是 你 發現 的 ， 你 總 應該 向 我們 提供 一些 情況 吧 ？,對不起 ， 你 … 你 懷疑 我 ？ 一個 正派 的 姑娘 ？
服侍 她 上 了 床 以後 你 去 哪兒 ？,回 我 艙 裡 ， 還 能 去 哪兒 ？
你 沒有 看見 或是 聽見 什麼 可以 提供 給 我們 ？,怎麼 可能 呢 ？ 我 的 客艙 是 在 船 的 另一邊
還要 我 說 什麼 ？,並 沒有 人 懷疑 你 什麼
你 最後 什麼 時候 離開 多爾 太太 的 ？,昨天晚上 ， 我 幫 她 換 好 睡衣 之後
正 因 為 這個 所以 你 非常 恨 她,可 我 沒 殺 她
最後 一個 問題 ， 露易絲 你 太太 的 珍珠 項 鏈 哪兒 去 了 ？,她 的 項 鏈 ？ 她 昨晚 上 還 戴 著 呢
今天 早晨 還 在 嗎 ？,我 沒 看見 ， 我 走 到 她 床 前 ， 看見 太太 ， 我 大叫 起來 就 跑 出來
